date,latitude,longitude,township,timezone,summary,precipProbability,precipIntensity,precipAccumulation,windSpeed,icon,windBearing,windGust,temperatureMin,temperatureMax
2025-05-17,18.6831,95.0128,Padaung,Asia/Rangoon,A little afternoon rain,0.64,0.08,0.08,9.2,rain,150,19.6,77,84
2025-05-18,18.6831,95.0128,Padaung,Asia/Rangoon,Periods of rain,0.91,0.35,0.35,8.1,rain,161,24.2,77,91
2025-05-19,18.6831,95.0128,Padaung,Asia/Rangoon,A little afternoon rain,0.64,0.1,0.1,5.8,rain,190,17.3,78,93
2025-05-20,18.6831,95.0128,Padaung,Asia/Rangoon,Hot with periods of rain,0.61,0.32,0.32,5.8,rain,174,18.4,79,101
2025-05-21,18.6831,95.0128,Padaung,Asia/Rangoon,A little afternoon rain,0.55,0.02,0.02,5.8,rain,165,17.3,80,95
2025-05-22,18.6831,95.0128,Padaung,Asia/Rangoon,A little afternoon rain,0.56,0.06,0.06,5.8,rain,177,17.3,79,94
2025-05-23,18.6831,95.0128,Padaung,Asia/Rangoon,A little afternoon rain,0.61,0.13,0.13,4.6,rain,165,12.7,80,94
2025-05-24,18.6831,95.0128,Padaung,Asia/Rangoon,Periods of rain,0.64,0.28,0.28,4.6,rain,144,15.0,78,93
2025-05-15,18.7192,95.1549,Padaung,Asia/Rangoon,Not as warm; p.m. showers,1.0,0.3,0.3,8.1,sprinkles,146,25.3,78,88
2025-05-16,18.7192,95.1549,Padaung,Asia/Rangoon,Occasional rain,0.91,0.38,0.38,8.1,rain,129,23.0,77,85
2025-05-17,18.7192,95.1549,Padaung,Asia/Rangoon,Afternoon rain,0.77,0.17,0.17,9.2,rain,157,19.6,77,83
2025-05-18,18.7192,95.1549,Padaung,Asia/Rangoon,Afternoon rain,0.84,0.32,0.32,8.1,rain,173,23.0,77,91
2025-05-19,18.7192,95.1549,Padaung,Asia/Rangoon,A little afternoon rain,0.65,0.16,0.16,6.9,rain,188,18.4,77,93
2025-05-20,18.7192,95.1549,Padaung,Asia/Rangoon,Hot with periods of rain,0.6,0.18,0.18,5.8,rain,196,16.1,79,101
2025-05-21,18.7192,95.1549,Padaung,Asia/Rangoon,"Mostly cloudy, a little rain",0.55,0.04,0.04,6.9,rain,176,19.6,80,95
2025-05-22,18.7192,95.1549,Padaung,Asia/Rangoon,A little afternoon rain,0.62,0.14,0.14,6.9,rain,166,18.4,79,96
2025-05-23,18.7192,95.1549,Padaung,Asia/Rangoon,A little afternoon rain,0.59,0.1,0.1,5.8,rain,164,15.0,80,94
2025-05-24,18.7192,95.1549,Padaung,Asia/Rangoon,Cloudy with a little rain,0.57,0.1,0.1,6.9,rain,171,18.4,78,94
2025-05-15,18.904,95.5489,Paukkhaung,Asia/Rangoon,Periods of rain,0.97,0.17,0.17,8.1,rain,146,24.2,78,89
2025-05-16,18.904,95.5489,Paukkhaung,Asia/Rangoon,A little afternoon rain,0.75,0.27,0.27,6.9,rain,127,21.9,77,85
2025-05-17,18.904,95.5489,Paukkhaung,Asia/Rangoon,Occasional rain,0.91,0.21,0.21,8.1,rain,157,19.6,77,84
2025-05-18,18.904,95.5489,Paukkhaung,Asia/Rangoon,Afternoon rain,0.84,0.21,0.21,8.1,rain,177,21.9,77,90
2025-05-19,18.904,95.5489,Paukkhaung,Asia/Rangoon,A little afternoon rain,0.64,0.11,0.11,6.9,rain,190,18.4,78,93
2025-05-20,18.904,95.5489,Paukkhaung,Asia/Rangoon,Hot with rain and a t-storm,0.65,0.42,0.42,6.9,rain,184,20.7,80,103
2025-05-21,18.904,95.5489,Paukkhaung,Asia/Rangoon,Cloudy with a little rain,0.55,0.05,0.05,6.9,rain,181,18.4,81,96
2025-05-22,18.904,95.5489,Paukkhaung,Asia/Rangoon,A little afternoon rain,0.61,0.28,0.28,6.9,rain,152,18.4,80,97
2025-05-23,18.904,95.5489,Paukkhaung,Asia/Rangoon,Occasional afternoon rain,0.55,0.06,0.06,6.9,rain,175,18.4,82,96
2025-05-24,18.904,95.5489,Paukkhaung,Asia/Rangoon,Cloudy with a little rain,0.55,0.07,0.07,8.1,rain,181,19.6,80,94
2025-05-15,18.4892,95.5058,Paungde,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.27,0.27,11.5,thunderstorm,140,25.3,74,87
2025-05-16,18.4892,95.5058,Paungde,Asia/Rangoon,Occasional rain,0.97,0.75,0.75,10.4,rain,118,21.9,75,83
2025-05-17,18.4892,95.5058,Paungde,Asia/Rangoon,Occasional afternoon rain,0.78,0.34,0.34,9.2,rain,154,24.2,76,86
2025-05-18,18.4892,95.5058,Paungde,Asia/Rangoon,"Mostly cloudy, a little rain",0.81,0.1,0.1,10.4,rain,173,23.0,76,88
2025-05-19,18.4892,95.5058,Paungde,Asia/Rangoon,A little afternoon rain,0.73,0.54,0.54,8.1,rain,187,18.4,78,90
2025-05-20,18.4892,95.5058,Paungde,Asia/Rangoon,Warm with periods of rain,0.6,0.23,0.23,8.1,rain,193,17.3,79,98
2025-05-21,18.4892,95.5058,Paungde,Asia/Rangoon,Some rain and a thunderstorm,0.55,0.08,0.08,6.9,rain,169,17.3,81,96
2025-05-22,18.4892,95.5058,Paungde,Asia/Rangoon,A touch of afternoon rain,0.57,0.08,0.08,6.9,rain,168,18.4,80,95
2025-05-23,18.4892,95.5058,Paungde,Asia/Rangoon,Afternoon rain,0.72,0.3,0.3,6.9,rain,179,17.3,81,95
2025-05-24,18.4892,95.5058,Paungde,Asia/Rangoon,Periods of rain,0.62,0.23,0.23,5.8,rain,170,17.3,79,94
2025-05-15,18.8499,95.3855,Pyay,Asia/Rangoon,Periods of rain,0.97,0.17,0.17,8.1,rain,146,24.2,78,89
2025-05-16,18.8499,95.3855,Pyay,Asia/Rangoon,A little afternoon rain,0.75,0.27,0.27,6.9,rain,127,21.9,77,85
2025-05-17,18.8499,95.3855,Pyay,Asia/Rangoon,Occasional rain,0.91,0.21,0.21,8.1,rain,157,19.6,77,84
2025-05-18,18.8499,95.3855,Pyay,Asia/Rangoon,Afternoon rain,0.84,0.21,0.21,8.1,rain,177,21.9,77,90
2025-05-19,18.8499,95.3855,Pyay,Asia/Rangoon,A little afternoon rain,0.64,0.11,0.11,6.9,rain,190,18.4,78,93
2025-05-20,18.8499,95.3855,Pyay,Asia/Rangoon,Hot with rain and a t-storm,0.65,0.42,0.42,6.9,rain,184,20.7,80,103
2025-05-21,18.8499,95.3855,Pyay,Asia/Rangoon,Cloudy with a little rain,0.55,0.05,0.05,6.9,rain,181,18.4,81,96
2025-05-22,18.8499,95.3855,Pyay,Asia/Rangoon,A little afternoon rain,0.61,0.28,0.28,6.9,rain,152,18.4,80,97
2025-05-23,18.8499,95.3855,Pyay,Asia/Rangoon,Occasional afternoon rain,0.55,0.06,0.06,6.9,rain,175,18.4,82,96
2025-05-24,18.8499,95.3855,Pyay,Asia/Rangoon,Cloudy with a little rain,0.55,0.07,0.07,8.1,rain,181,19.6,80,94
2025-05-15,18.8228,95.2218,Pyay,Asia/Rangoon,Not as warm; p.m. showers,1.0,0.3,0.3,8.1,sprinkles,146,25.3,78,88
2025-05-16,18.8228,95.2218,Pyay,Asia/Rangoon,Occasional rain,0.91,0.38,0.38,8.1,rain,129,23.0,77,85
2025-05-17,18.8228,95.2218,Pyay,Asia/Rangoon,Afternoon rain,0.77,0.17,0.17,9.2,rain,157,19.6,77,83
2025-05-18,18.8228,95.2218,Pyay,Asia/Rangoon,Afternoon rain,0.84,0.32,0.32,8.1,rain,173,23.0,77,91
2025-05-19,18.8228,95.2218,Pyay,Asia/Rangoon,A little afternoon rain,0.65,0.16,0.16,6.9,rain,188,18.4,77,93
2025-05-20,18.8228,95.2218,Pyay,Asia/Rangoon,Hot with periods of rain,0.6,0.18,0.18,5.8,rain,196,16.1,79,101
2025-05-21,18.8228,95.2218,Pyay,Asia/Rangoon,"Mostly cloudy, a little rain",0.55,0.04,0.04,6.9,rain,176,19.6,80,95
2025-05-22,18.8228,95.2218,Pyay,Asia/Rangoon,A little afternoon rain,0.62,0.14,0.14,6.9,rain,166,18.4,79,96
2025-05-23,18.8228,95.2218,Pyay,Asia/Rangoon,A little afternoon rain,0.59,0.1,0.1,5.8,rain,164,15.0,80,94
2025-05-24,18.8228,95.2218,Pyay,Asia/Rangoon,Cloudy with a little rain,0.57,0.1,0.1,6.9,rain,171,18.4,78,94
2025-05-15,18.7056,95.2145,Shwedaung,Asia/Rangoon,Not as warm; p.m. showers,1.0,0.3,0.3,8.1,sprinkles,146,25.3,78,88
2025-05-16,18.7056,95.2145,Shwedaung,Asia/Rangoon,Occasional rain,0.91,0.38,0.38,8.1,rain,129,23.0,77,85
2025-05-17,18.7056,95.2145,Shwedaung,Asia/Rangoon,Afternoon rain,0.77,0.17,0.17,9.2,rain,157,19.6,77,83
2025-05-18,18.7056,95.2145,Shwedaung,Asia/Rangoon,Afternoon rain,0.84,0.32,0.32,8.1,rain,173,23.0,77,91
2025-05-19,18.7056,95.2145,Shwedaung,Asia/Rangoon,A little afternoon rain,0.65,0.16,0.16,6.9,rain,188,18.4,77,93
2025-05-20,18.7056,95.2145,Shwedaung,Asia/Rangoon,Hot with periods of rain,0.6,0.18,0.18,5.8,rain,196,16.1,79,101
2025-05-21,18.7056,95.2145,Shwedaung,Asia/Rangoon,"Mostly cloudy, a little rain",0.55,0.04,0.04,6.9,rain,176,19.6,80,95
2025-05-22,18.7056,95.2145,Shwedaung,Asia/Rangoon,A little afternoon rain,0.62,0.14,0.14,6.9,rain,166,18.4,79,96
2025-05-23,18.7056,95.2145,Shwedaung,Asia/Rangoon,A little afternoon rain,0.59,0.1,0.1,5.8,rain,164,15.0,80,94
2025-05-24,18.7056,95.2145,Shwedaung,Asia/Rangoon,Cloudy with a little rain,0.57,0.1,0.1,6.9,rain,171,18.4,78,94
2025-05-15,17.6551,95.7863,Thayarwady,Asia/Rangoon,A little rain this afternoon,0.91,0.02,0.02,10.4,rain,127,24.2,74,83
2025-05-16,17.6551,95.7863,Thayarwady,Asia/Rangoon,Rain at times,0.91,0.32,0.32,10.4,rain,123,26.5,74,83
2025-05-17,17.6551,95.7863,Thayarwady,Asia/Rangoon,Rain in the afternoon,0.9,0.65,0.65,8.1,rain,142,20.7,75,86
2025-05-18,17.6551,95.7863,Thayarwady,Asia/Rangoon,A bit of afternoon rain,0.64,0.11,0.11,8.1,rain,162,20.7,76,87
2025-05-19,17.6551,95.7863,Thayarwady,Asia/Rangoon,Rain in the afternoon,0.81,0.5,0.5,5.8,rain,177,16.1,77,89
2025-05-20,17.6551,95.7863,Thayarwady,Asia/Rangoon,Rain in the afternoon,0.72,0.27,0.27,8.1,sprinkles,186,18.4,79,96
2025-05-21,17.6551,95.7863,Thayarwady,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.46,0.46,4.6,rain,169,13.8,78,88
2025-05-22,17.6551,95.7863,Thayarwady,Asia/Rangoon,A little afternoon rain,0.58,0.1,0.1,5.8,rain,166,17.3,79,89
2025-05-23,17.6551,95.7863,Thayarwady,Asia/Rangoon,Afternoon rain,0.72,0.28,0.28,4.6,rain,178,13.8,78,89
2025-05-24,17.6551,95.7863,Thayarwady,Asia/Rangoon,Periods of rain,0.62,0.37,0.37,4.6,rain,172,13.8,79,85
2025-05-15,17.628,95.7877,Thayarwady,Asia/Rangoon,A little rain this afternoon,0.91,0.02,0.02,10.4,rain,127,24.2,74,83
2025-05-16,17.628,95.7877,Thayarwady,Asia/Rangoon,Rain at times,0.91,0.32,0.32,10.4,rain,123,26.5,74,83
2025-05-17,17.628,95.7877,Thayarwady,Asia/Rangoon,Rain in the afternoon,0.9,0.65,0.65,8.1,rain,142,20.7,75,86
2025-05-18,17.628,95.7877,Thayarwady,Asia/Rangoon,A bit of afternoon rain,0.64,0.11,0.11,8.1,rain,162,20.7,76,87
2025-05-19,17.628,95.7877,Thayarwady,Asia/Rangoon,Rain in the afternoon,0.81,0.5,0.5,5.8,rain,177,16.1,77,89
2025-05-20,17.628,95.7877,Thayarwady,Asia/Rangoon,Rain in the afternoon,0.72,0.27,0.27,8.1,sprinkles,186,18.4,79,96
2025-05-21,17.628,95.7877,Thayarwady,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.46,0.46,4.6,rain,169,13.8,78,88
2025-05-22,17.628,95.7877,Thayarwady,Asia/Rangoon,A little afternoon rain,0.58,0.1,0.1,5.8,rain,166,17.3,79,89
2025-05-23,17.628,95.7877,Thayarwady,Asia/Rangoon,Afternoon rain,0.72,0.28,0.28,4.6,rain,178,13.8,78,89
2025-05-24,17.628,95.7877,Thayarwady,Asia/Rangoon,Periods of rain,0.62,0.37,0.37,4.6,rain,172,13.8,79,85
2025-05-15,18.5298,95.3507,Thegon,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.27,0.27,11.5,thunderstorm,140,25.3,74,87
2025-05-16,18.5298,95.3507,Thegon,Asia/Rangoon,Occasional rain,0.97,0.75,0.75,10.4,rain,118,21.9,75,83
2025-05-17,18.5298,95.3507,Thegon,Asia/Rangoon,Occasional afternoon rain,0.78,0.34,0.34,9.2,rain,154,24.2,76,86
2025-05-18,18.5298,95.3507,Thegon,Asia/Rangoon,"Mostly cloudy, a little rain",0.81,0.1,0.1,10.4,rain,173,23.0,76,88
2025-05-19,18.5298,95.3507,Thegon,Asia/Rangoon,A little afternoon rain,0.73,0.54,0.54,8.1,rain,187,18.4,78,90
2025-05-20,18.5298,95.3507,Thegon,Asia/Rangoon,Warm with periods of rain,0.6,0.23,0.23,8.1,rain,193,17.3,79,98
2025-05-21,18.5298,95.3507,Thegon,Asia/Rangoon,Some rain and a thunderstorm,0.55,0.08,0.08,6.9,rain,169,17.3,81,96
2025-05-22,18.5298,95.3507,Thegon,Asia/Rangoon,A touch of afternoon rain,0.57,0.08,0.08,6.9,rain,168,18.4,80,95
2025-05-23,18.5298,95.3507,Thegon,Asia/Rangoon,Afternoon rain,0.72,0.3,0.3,6.9,rain,179,17.3,81,95
2025-05-24,18.5298,95.3507,Thegon,Asia/Rangoon,Periods of rain,0.62,0.23,0.23,5.8,rain,170,17.3,79,94
2025-05-15,18.5704,95.456,Thegon,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.27,0.27,11.5,thunderstorm,140,25.3,74,87
2025-05-16,18.5704,95.456,Thegon,Asia/Rangoon,Occasional rain,0.97,0.75,0.75,10.4,rain,118,21.9,75,83
2025-05-17,18.5704,95.456,Thegon,Asia/Rangoon,Occasional afternoon rain,0.78,0.34,0.34,9.2,rain,154,24.2,76,86
2025-05-18,18.5704,95.456,Thegon,Asia/Rangoon,"Mostly cloudy, a little rain",0.81,0.1,0.1,10.4,rain,173,23.0,76,88
2025-05-19,18.5704,95.456,Thegon,Asia/Rangoon,A little afternoon rain,0.73,0.54,0.54,8.1,rain,187,18.4,78,90
2025-05-20,18.5704,95.456,Thegon,Asia/Rangoon,Warm with periods of rain,0.6,0.23,0.23,8.1,rain,193,17.3,79,98
2025-05-21,18.5704,95.456,Thegon,Asia/Rangoon,Some rain and a thunderstorm,0.55,0.08,0.08,6.9,rain,169,17.3,81,96
2025-05-22,18.5704,95.456,Thegon,Asia/Rangoon,A touch of afternoon rain,0.57,0.08,0.08,6.9,rain,168,18.4,80,95
2025-05-23,18.5704,95.456,Thegon,Asia/Rangoon,Afternoon rain,0.72,0.3,0.3,6.9,rain,179,17.3,81,95
2025-05-24,18.5704,95.456,Thegon,Asia/Rangoon,Periods of rain,0.62,0.23,0.23,5.8,rain,170,17.3,79,94
2025-05-15,18.7372,95.3609,Thegon,Asia/Rangoon,Not as warm; p.m. showers,1.0,0.3,0.3,8.1,sprinkles,146,25.3,78,88
2025-05-16,18.7372,95.3609,Thegon,Asia/Rangoon,Occasional rain,0.91,0.38,0.38,8.1,rain,129,23.0,77,85
2025-05-17,18.7372,95.3609,Thegon,Asia/Rangoon,Afternoon rain,0.77,0.17,0.17,9.2,rain,157,19.6,77,83
2025-05-18,18.7372,95.3609,Thegon,Asia/Rangoon,Afternoon rain,0.84,0.32,0.32,8.1,rain,173,23.0,77,91
2025-05-19,18.7372,95.3609,Thegon,Asia/Rangoon,A little afternoon rain,0.65,0.16,0.16,6.9,rain,188,18.4,77,93
2025-05-20,18.7372,95.3609,Thegon,Asia/Rangoon,Hot with periods of rain,0.6,0.18,0.18,5.8,rain,196,16.1,79,101
2025-05-21,18.7372,95.3609,Thegon,Asia/Rangoon,"Mostly cloudy, a little rain",0.55,0.04,0.04,6.9,rain,176,19.6,80,95
2025-05-22,18.7372,95.3609,Thegon,Asia/Rangoon,A little afternoon rain,0.62,0.14,0.14,6.9,rain,166,18.4,79,96
2025-05-23,18.7372,95.3609,Thegon,Asia/Rangoon,A little afternoon rain,0.59,0.1,0.1,5.8,rain,164,15.0,80,94
2025-05-24,18.7372,95.3609,Thegon,Asia/Rangoon,Cloudy with a little rain,0.57,0.1,0.1,6.9,rain,171,18.4,78,94
2025-05-15,18.647,95.4161,Thegon,Asia/Rangoon,Not as warm; p.m. showers,1.0,0.3,0.3,8.1,sprinkles,146,25.3,78,88
2025-05-16,18.647,95.4161,Thegon,Asia/Rangoon,Occasional rain,0.91,0.38,0.38,8.1,rain,129,23.0,77,85
2025-05-17,18.647,95.4161,Thegon,Asia/Rangoon,Afternoon rain,0.77,0.17,0.17,9.2,rain,157,19.6,77,83
2025-05-18,18.647,95.4161,Thegon,Asia/Rangoon,Afternoon rain,0.84,0.32,0.32,8.1,rain,173,23.0,77,91
2025-05-19,18.647,95.4161,Thegon,Asia/Rangoon,A little afternoon rain,0.65,0.16,0.16,6.9,rain,188,18.4,77,93
2025-05-20,18.647,95.4161,Thegon,Asia/Rangoon,Hot with periods of rain,0.6,0.18,0.18,5.8,rain,196,16.1,79,101
2025-05-21,18.647,95.4161,Thegon,Asia/Rangoon,"Mostly cloudy, a little rain",0.55,0.04,0.04,6.9,rain,176,19.6,80,95
2025-05-22,18.647,95.4161,Thegon,Asia/Rangoon,A little afternoon rain,0.62,0.14,0.14,6.9,rain,166,18.4,79,96
2025-05-23,18.647,95.4161,Thegon,Asia/Rangoon,A little afternoon rain,0.59,0.1,0.1,5.8,rain,164,15.0,80,94
2025-05-24,18.647,95.4161,Thegon,Asia/Rangoon,Cloudy with a little rain,0.57,0.1,0.1,6.9,rain,171,18.4,78,94
2025-05-15,18.3405,95.6235,Zigon,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.27,0.27,11.5,thunderstorm,140,25.3,74,87
2025-05-16,18.3405,95.6235,Zigon,Asia/Rangoon,Occasional rain,0.97,0.75,0.75,10.4,rain,118,21.9,75,83
2025-05-17,18.3405,95.6235,Zigon,Asia/Rangoon,Occasional afternoon rain,0.78,0.34,0.34,9.2,rain,154,24.2,76,86
2025-05-18,18.3405,95.6235,Zigon,Asia/Rangoon,"Mostly cloudy, a little rain",0.81,0.1,0.1,10.4,rain,173,23.0,76,88
2025-05-19,18.3405,95.6235,Zigon,Asia/Rangoon,A little afternoon rain,0.73,0.54,0.54,8.1,rain,187,18.4,78,90
2025-05-20,18.3405,95.6235,Zigon,Asia/Rangoon,Warm with periods of rain,0.6,0.23,0.23,8.1,rain,193,17.3,79,98
2025-05-21,18.3405,95.6235,Zigon,Asia/Rangoon,Some rain and a thunderstorm,0.55,0.08,0.08,6.9,rain,169,17.3,81,96
2025-05-22,18.3405,95.6235,Zigon,Asia/Rangoon,A touch of afternoon rain,0.57,0.08,0.08,6.9,rain,168,18.4,80,95
2025-05-23,18.3405,95.6235,Zigon,Asia/Rangoon,Afternoon rain,0.72,0.3,0.3,6.9,rain,179,17.3,81,95
2025-05-24,18.3405,95.6235,Zigon,Asia/Rangoon,Periods of rain,0.62,0.23,0.23,5.8,rain,170,17.3,79,94
2025-05-15,22.9089,93.6805,Falam,Asia/Rangoon,A heavy t-storm in the p.m.,0.86,0.58,0.58,3.5,thunderstorm,73,15.0,56,75
2025-05-16,22.9089,93.6805,Falam,Asia/Rangoon,A couple of p.m. t-showers,0.8,0.61,0.61,3.5,thunderstorm,86,11.5,56,70
2025-05-17,22.9089,93.6805,Falam,Asia/Rangoon,A shower and thunderstorm,0.85,0.52,0.52,4.6,thunderstorm,92,15.0,56,70
2025-05-18,22.9089,93.6805,Falam,Asia/Rangoon,A shower and thunderstorm,0.88,0.31,0.31,6.9,thunderstorm,268,15.0,56,71
2025-05-19,22.9089,93.6805,Falam,Asia/Rangoon,Couple of thunderstorms,0.75,0.4,0.4,5.8,thunderstorm,248,16.1,54,67
2025-05-20,22.9089,93.6805,Falam,Asia/Rangoon,Couple of thunderstorms,0.71,0.36,0.36,5.8,thunderstorm,243,16.1,59,72
2025-05-21,22.9089,93.6805,Falam,Asia/Rangoon,Some sun with a thunderstorm,0.55,0.18,0.18,1.2,part-sun,259,5.8,59,69
2025-05-22,22.9089,93.6805,Falam,Asia/Rangoon,Couple of thunderstorms,0.72,0.57,0.57,1.2,thunderstorm,183,5.8,61,68
2025-05-23,22.9089,93.6805,Falam,Asia/Rangoon,Variable clouds with t-storms,0.7,0.4,0.4,2.3,thunderstorm,72,11.5,61,68
2025-05-24,22.9089,93.6805,Falam,Asia/Rangoon,Couple of thunderstorms,0.75,0.58,0.58,1.2,thunderstorm,117,4.6,60,68
2025-05-15,23.3591,93.39,Falam,Asia/Rangoon,A bit of afternoon rain; warm,0.64,0.1,0.1,2.3,sprinkles,48,11.5,66,91
2025-05-16,23.3591,93.39,Falam,Asia/Rangoon,Afternoon rain,0.9,0.58,0.58,3.5,sprinkles,108,10.4,67,85
2025-05-17,23.3591,93.39,Falam,Asia/Rangoon,An afternoon t-storm or two,0.65,0.09,0.09,3.5,thunderstorm,107,9.2,67,82
2025-05-18,23.3591,93.39,Falam,Asia/Rangoon,A little afternoon rain,0.65,0.11,0.11,4.6,rain,272,12.7,67,83
2025-05-19,23.3591,93.39,Falam,Asia/Rangoon,Some rain and a thunderstorm,0.64,0.24,0.24,3.5,rain,208,12.7,66,81
2025-05-20,23.3591,93.39,Falam,Asia/Rangoon,Some rain and a thunderstorm,0.63,0.24,0.24,3.5,rain,243,11.5,70,88
2025-05-21,23.3591,93.39,Falam,Asia/Rangoon,A little afternoon rain,0.65,0.25,0.25,2.3,rain,270,9.2,69,86
2025-05-22,23.3591,93.39,Falam,Asia/Rangoon,An afternoon t-storm or two,0.67,0.18,0.18,2.3,thunderstorm,124,11.5,72,85
2025-05-23,23.3591,93.39,Falam,Asia/Rangoon,A couple of thunderstorms,0.73,0.23,0.23,2.3,thunderstorm,39,9.2,74,84
2025-05-24,23.3591,93.39,Falam,Asia/Rangoon,Periods of rain,0.75,1.02,1.02,1.2,rain,7,3.5,72,83
